Land-use ID
100  100 !nx, ny
   51    100      2
   52      1      2
   52      2      2
   52      3      2
   52      4      1
   52      5      1
   52      6      1
   52      7      1
   52      8      1
   52      9      1
   52     10      1
   52     11      2
   52     12      2
   52     13      2
   52     14      2
   52     15      2
   52     16      2
   52     17      2
   52     18      2
   52     19      2
   52     20      2
   52     21      2
   52     22      2
   52     23      2
   52     24      2
   52     25      2
   52     26      2
   52     27      2
   52     28      2
   52     29      2
   52     30      2
   52     31      2
   52     32      2
   52     33      2
   52     34      2
   52     35      2
   52     36      2
   52     37      2
   52     38      2
   52     39      2
   52     40      2
   52     41      2
   52     42      2
   52     43      2
   52     44      2
   52     45      2
   52     46      2
   52     47      2
   52     48      2
   52     49      2
   52     50      2
   52     51      2
   52     52      2
   52     53      2
   52     54      2
   52     55      2
   52     56      2
   52     57      2
   52     58      2
   52     59      2
   52     60      2
   52     61      2
   52     62      2
   52     63      2
   52     64      2
   52     65      2
   52     66      2
   52     67      2
   52     68      2
   52     69      2
   52     70      2
   52     71      2
   52     72      2
   52     73      2
   52     74      2
   52     75      2
   52     76      2
   52     77      2
   52     78      2
   52     79      2
   52     80      2
   52     81      2
   52     82      2
   52     83      2
   52     84      2
   52     85      2
   52     86      2
   52     87      2
   52     88      2
   52     89      2
   52     90      2
   52     91      2
   52     92      2
   52     93      3
   52     94      3
   52     95      2
   52     96      2
   52     97      2
   52     98      2
   52     99      2
   52    100      2
   53      1      2
   53      2      2
   53      3      2
   53      4      2
   53      5      1
   53      6      1
   53      7      1
   53      8      1
   53      9      1
   53     10      1
   53     11      2
   53     12      2
   53     13      2
   53     14      2
   53     15      2
   53     16      2
   53     17      2
   53     18      2
   53     19      2
   53     20      2
   53     21      2
   53     22      2
   53     23      2
   53     24      2
   53     25      2
   53     26      2
   53     27      2
   53     28      2
   53     29      2
   53     30      2
   53     31      2
   53     32      2
   53     33      2
   53     34      2
   53     35      2
   53     36      2
   53     37      2
   53     38      2
   53     39      2
   53     40      2
   53     41      2
   53     42      2
   53     43      2
   53     44      2
   53     45      2
   53     46      2
   53     47      2
   53     48      2
   53     49      2
   53     50      2
   53     51      2
   53     52      2
   53     53      2
   53     54      2
   53     55      2
   53     56      2
   53     57      2
   53     58      2
   53     59      2
   53     60      2
   53     61      2
   53     62      2
   53     63      2
   53     64      2
   53     65      2
   53     66      2
   53     67      2
   53     68      2
   53     69      2
   53     70      2
   53     71      2
   53     72      2
   53     73      2
   53     74      2
   53     75      2
   53     76      2
   53     77      2
   53     78      2
   53     79      2
   53     80      2
   53     81      2
   53     82      2
   53     83      2
   53     84      2
   53     85      2
   53     86      2
   53     87      2
   53     88      2
   53     89      2
   53     90      2
   53     91      2
   53     92      2
   53     93      3
   53     94      3
   53     95      3
   53     96      2
   53     97      2
   53     98      2
   53     99      2
   53    100      2
   54      1      2
   54      2      2
   54      3      2
   54      4      2
   54      5      1
   54      6      1
   54      7      1
   54      8      1
   54      9      1
   54     10      1
   54     11      1
   54     12      2
   54     13      2
   54     14      2
   54     15      2
   54     16      2
   54     17      2
   54     18      2
   54     19      2
   54     20      2
   54     21      2
   54     22      2
   54     23      2
   54     24      2
   54     25      2
   54     26      2
   54     27      2
   54     28      2
   54     29      2
   54     30      2
   54     31      2
   54     32      2
   54     33      2
   54     34      2
   54     35      2
   54     36      2
   54     37      2
   54     38      2
   54     39      2
   54     40      2
   54     41      2
   54     42      2
   54     43      2
   54     44      2
   54     45      2
   54     46      2
   54     47      2
   54     48      2
   54     49      2
   54     50      2
   54     51      2
   54     52      2
   54     53      2
   54     54      2
   54     55      2
   54     56      2
   54     57      2
   54     58      2
   54     59      2
   54     60      2
   54     61      2
   54     62      2
   54     63      2
   54     64      2
   54     65      2
   54     66      2
   54     67      2
   54     68      2
   54     69      2
   54     70      2
   54     71      2
   54     72      2
   54     73      2
   54     74      2
   54     75      2
   54     76      2
   54     77      2
   54     78      2
   54     79      2
   54     80      2
   54     81      2
   54     82      2
   54     83      2
   54     84      2
   54     85      2
   54     86      2
   54     87      2
   54     88      2
   54     89      2
   54     90      2
   54     91      2
   54     92      2
   54     93      3
   54     94      3
   54     95      3
   54     96      2
   54     97      2
   54     98      2
   54     99      2
   54    100      2
   55      1      2
   55      2      2
   55      3      2
   55      4      2
   55      5      2
   55      6      1
   55      7      1
   55      8      1
   55      9      1
   55     10      1
   55     11      1
   55     12      2
   55     13      2
   55     14      2
   55     15      2
   55     16      2
   55     17      2
   55     18      2
   55     19      2
   55     20      2
   55     21      2
   55     22      2
   55     23      2
   55     24      2
   55     25      2
   55     26      2
   55     27      2
   55     28      2
   55     29      2
   55     30      2
   55     31      2
   55     32      2
   55     33      2
   55     34      2
   55     35      2
   55     36      2
   55     37      2
   55     38      2
   55     39      2
   55     40      2
   55     41      2
   55     42      2
   55     43      2
   55     44      2
   55     45      2
   55     46      2
   55     47      2
   55     48      2
   55     49      2
   55     50      2
   55     51      2
   55     52      2
   55     53      2
   55     54      2
   55     55      2
   55     56      2
   55     57      2
   55     58      2
   55     59      2
   55     60      2
   55     61      2
   55     62      2
   55     63      2
   55     64      2
   55     65      2
   55     66      2
   55     67      2
   55     68      2
   55     69      2
   55     70      2
   55     71      2
   55     72      2
   55     73      2
   55     74      2
   55     75      2
   55     76      2
   55     77      2
   55     78      2
   55     79      2
   55     80      2
   55     81      2
   55     82      2
   55     83      2
   55     84      2
   55     85      2
   55     86      2
   55     87      2
   55     88      2
   55     89      2
   55     90      2
   55     91      2
   55     92      2
   55     93      3
   55     94      3
   55     95      3
   55     96      2
   55     97      2
   55     98      2
   55     99      2
   55    100      2
   56      1      2
   56      2      2
   56      3      2
   56      4      1
   56      5      1
   56      6      1
   56      7      1
   56      8      1
   56      9      1
   56     10      1
   56     11      1
   56     12      2
   56     13      2
   56     14      2
   56     15      2
   56     16      2
   56     17      2
   56     18      2
   56     19      2
   56     20      2
   56     21      2
   56     22      2
   56     23      2
   56     24      2
   56     25      2
   56     26      2
   56     27      2
   56     28      2
   56     29      2
   56     30      2
   56     31      2
   56     32      2
   56     33      2
   56     34      2
   56     35      2
   56     36      2
   56     37      2
   56     38      2
   56     39      2
   56     40      2
   56     41      2
   56     42      2
   56     43      2
   56     44      2
   56     45      2
   56     46      2
   56     47      2
   56     48      2
   56     49      2
   56     50      2
   56     51      2
   56     52      2
   56     53      2
   56     54      2
   56     55      2
   56     56      2
   56     57      2
   56     58      2
   56     59      2
   56     60      2
   56     61      2
   56     62      2
   56     63      2
   56     64      2
   56     65      2
   56     66      2
   56     67      2
   56     68      2
   56     69      2
   56     70      2
   56     71      2
   56     72      2
   56     73      2
   56     74      2
   56     75      2
   56     76      2
   56     77      2
   56     78      2
   56     79      2
   56     80      2
   56     81      2
   56     82      2
   56     83      2
   56     84      2
   56     85      2
   56     86      2
   56     87      2
   56     88      2
   56     89      2
   56     90      2
   56     91      2
   56     92      3
   56     93      3
   56     94      3
   56     95      2
   56     96      2
   56     97      2
   56     98      2
   56     99      2
   56    100      2
   57      1      2
   57      2      2
   57      3      2
   57      4      1
   57      5      1
   57      6      1
   57      7      1
   57      8      1
   57      9      1
   57     10      1
   57     11      1
   57     12      1
   57     13      2
   57     14      2
   57     15      2
   57     16      2
   57     17      2
   57     18      2
   57     19      2
   57     20      2
   57     21      2
   57     22      2
   57     23      2
   57     24      2
   57     25      2
   57     26      2
   57     27      2
   57     28      2
   57     29      2
   57     30      2
   57     31      2
   57     32      2
   57     33      2
   57     34      2
   57     35      2
   57     36      2
   57     37      2
   57     38      2
   57     39      2
   57     40      2
   57     41      2
   57     42      2
   57     43      2
   57     44      2
   57     45      2
   57     46      2
   57     47      2
   57     48      2
   57     49      2
   57     50      2
   57     51      2
   57     52      2
   57     53      2
   57     54      2
   57     55      2
   57     56      2
   57     57      2
   57     58      2
   57     59      2
   57     60      2
   57     61      2
   57     62      2
   57     63      2
   57     64      2
   57     65      2
   57     66      2
   57     67      2
   57     68      2
   57     69      2
   57     70      2
   57     71      2
   57     72      2
   57     73      2
   57     74      2
   57     75      2
   57     76      2
   57     77      2
   57     78      2
   57     79      2
   57     80      2
   57     81      2
   57     82      2
   57     83      2
   57     84      2
   57     85      2
   57     86      2
   57     87      2
   57     88      2
   57     89      2
   57     90      2
   57     91      2
   57     92      2
   57     93      3
   57     94      2
   57     95      2
   57     96      2
   57     97      2
   57     98      2
   57     99      2
   57    100      2
   58      1      2
   58      2      2
   58      3      1
   58      4      1
   58      5      1
   58      6      1
   58      7      1
   58      8      1
   58      9      1
   58     10      1
   58     11      1
   58     12      1
   58     13      2
   58     14      2
   58     15      2
   58     16      2
   58     17      2
   58     18      2
   58     19      2
   58     20      2
   58     21      2
   58     22      2
   58     23      2
   58     24      2
   58     25      2
   58     26      2
   58     27      2
   58     28      2
   58     29      2
   58     30      2
   58     31      2
   58     32      2
   58     33      2
   58     34      2
   58     35      2
   58     36      2
   58     37      2
   58     38      2
   58     39      2
   58     40      2
   58     41      2
   58     42      2
   58     43      2
   58     44      2
   58     45      2
   58     46      2
   58     47      2
   58     48      2
   58     49      2
   58     50      2
   58     51      2
   58     52      2
   58     53      2
   58     54      2
   58     55      2
   58     56      2
   58     57      2
   58     58      2
   58     59      2
   58     60      2
   58     61      2
   58     62      2
   58     63      2
   58     64      2
   58     65      2
   58     66      2
   58     67      2
   58     68      2
   58     69      2
   58     70      2
   58     71      2
   58     72      2
   58     73      2
   58     74      2
   58     75      2
   58     76      2
   58     77      2
   58     78      2
   58     79      2
   58     80      2
   58     81      2
   58     82      2
   58     83      2
   58     84      2
   58     85      2
   58     86      2
   58     87      2
   58     88      2
   58     89      2
   58     90      2
   58     91      2
   58     92      2
   58     93      2
   58     94      2
   58     95      2
   58     96      2
   58     97      2
   58     98      2
   58     99      2
   58    100      2
   59      1      2
   59      2      1
   59      3      1
   59      4      1
   59      5      1
   59      6      1
   59      7      1
   59      8      1
   59      9      1
   59     10      1
   59     11      1
   59     12      1
   59     13      2
   59     14      2
   59     15      2
   59     16      2
   59     17      2
   59     18      2
   59     19      2
   59     20      2
   59     21      2
   59     22      2
   59     23      2
   59     24      2
   59     25      2
   59     26      2
   59     27      2
   59     28      2
   59     29      2
   59     30      2
   59     31      2
   59     32      2
   59     33      2
   59     34      2
   59     35      2
   59     36      2
   59     37      2
   59     38      2
   59     39      2
   59     40      2
   59     41      2
   59     42      2
   59     43      2
   59     44      2
   59     45      2
   59     46      2
   59     47      2
   59     48      2
   59     49      2
   59     50      2
   59     51      2
   59     52      2
   59     53      2
   59     54      2
   59     55      2
   59     56      2
   59     57      2
   59     58      2
   59     59      2
   59     60      2
   59     61      2
   59     62      2
   59     63      2
   59     64      2
   59     65      2
   59     66      2
   59     67      2
   59     68      2
   59     69      2
   59     70      2
   59     71      2
   59     72      2
   59     73      2
   59     74      2
   59     75      2
   59     76      2
   59     77      2
   59     78      2
   59     79      2
   59     80      2
   59     81      2
   59     82      2
   59     83      2
   59     84      2
   59     85      2
   59     86      2
   59     87      2
   59     88      2
   59     89      2
   59     90      2
   59     91      2
   59     92      2
   59     93      2
   59     94      2
   59     95      2
   59     96      2
   59     97      2
   59     98      2
   59     99      2
   59    100      2
   60      1      1
   60      2      1
   60      3      1
   60      4      1
   60      5      1
   60      6      1
   60      7      1
   60      8      1
   60      9      1
   60     10      1
   60     11      1
   60     12      1
   60     13      1
   60     14      2
   60     15      2
   60     16      2
   60     17      2
   60     18      2
   60     19      2
   60     20      2
   60     21      2
   60     22      2
   60     23      2
   60     24      2
   60     25      2
   60     26      2
   60     27      2
   60     28      2
   60     29      2
   60     30      2
   60     31      2
   60     32      2
   60     33      2
   60     34      2
   60     35      2
   60     36      2
   60     37      2
   60     38      2
   60     39      2
   60     40      2
   60     41      2
   60     42      2
   60     43      2
   60     44      2
   60     45      2
   60     46      2
   60     47      2
   60     48      2
   60     49      2
   60     50      2
   60     51      2
   60     52      2
   60     53      2
   60     54      2
   60     55      2
   60     56      2
   60     57      2
   60     58      2
   60     59      2
   60     60      2
   60     61      2
   60     62      2
   60     63      2
   60     64      2
   60     65      2
   60     66      2
   60     67      2
   60     68      2
   60     69      2
   60     70      2
   60     71      2
   60     72      2
   60     73      2
   60     74      2
   60     75      2
   60     76      2
   60     77      2
   60     78      2
   60     79      2
   60     80      2
   60     81      2
   60     82      2
   60     83      2
   60     84      2
   60     85      2
   60     86      2
   60     87      2
   60     88      2
   60     89      2
   60     90      2
   60     91      2
   60     92      2
   60     93      2
   60     94      2
   60     95      2
   60     96      2
   60     97      2
   60     98      2
   60     99      2
   60    100      2
   61      1      1
   61      2      1
   61      3      1
   61      4      1
   61      5      1
   61      6      1
   61      7      1
   61      8      1
   61      9      1
   61     10      1
   61     11      1
   61     12      1
   61     13      1
   61     14      1
   61     15      2
   61     16      2
   61     17      2
   61     18      2
   61     19      2
   61     20      2
   61     21      2
   61     22      2
   61     23      2
   61     24      2
   61     25      2
   61     26      2
   61     27      2
   61     28      2
   61     29      2
   61     30      2
   61     31      2
   61     32      2
   61     33      2
   61     34      2
   61     35      2
   61     36      2
   61     37      2
   61     38      2
   61     39      2
   61     40      2
   61     41      2
   61     42      2
   61     43      2
   61     44      2
   61     45      2
   61     46      2
   61     47      2
   61     48      2
   61     49      2
   61     50      2
   61     51      2
   61     52      2
   61     53      2
   61     54      2
   61     55      2
   61     56      2
   61     57      2
   61     58      2
   61     59      2
   61     60      2
   61     61      2
   61     62      2
   61     63      2
   61     64      2
   61     65      2
   61     66      2
   61     67      2
   61     68      2
   61     69      2
   61     70      2
   61     71      2
   61     72      2
   61     73      2
   61     74      2
   61     75      2
   61     76      2
   61     77      2
   61     78      2
   61     79      2
   61     80      2
   61     81      2
   61     82      2
   61     83      2
   61     84      2
   61     85      2
   61     86      2
   61     87      2
   61     88      2
   61     89      2
   61     90      2
   61     91      2
   61     92      2
   61     93      2
   61     94      2
   61     95      2
   61     96      2
   61     97      2
   61     98      2
   61     99      2
   61    100      2
   62      1      1
   62      2      1
   62      3      1
   62      4      1
   62      5      1
   62      6      1
   62      7      1
   62      8      1
   62      9      1
   62     10      1
   62     11      1
   62     12      1
   62     13      1
   62     14      1
   62     15      2
   62     16      2
   62     17      2
   62     18      2
   62     19      2
   62     20      2
   62     21      2
   62     22      2
   62     23      2
   62     24      2
   62     25      2
   62     26      2
   62     27      2
   62     28      2
   62     29      2
   62     30      2
   62     31      2
   62     32      2
   62     33      2
   62     34      2
   62     35      2
   62     36      2
   62     37      2
   62     38      2
   62     39      2
   62     40      2
   62     41      2
   62     42      2
   62     43      2
   62     44      2
   62     45      2
   62     46      2
   62     47      2
   62     48      2
   62     49      2
   62     50      2
   62     51      2
   62     52      2
   62     53      2
   62     54      2
   62     55      2
   62     56      2
   62     57      2
   62     58      2
   62     59      2
   62     60      2
   62     61      2
   62     62      2
   62     63      2
   62     64      2
   62     65      2
   62     66      2
   62     67      2
   62     68      2
   62     69      2
   62     70      2
   62     71      2
   62     72      2
   62     73      2
   62     74      2
   62     75      2
   62     76      2
   62     77      2
   62     78      2
   62     79      2
   62     80      2
   62     81      2
   62     82      2
   62     83      2
   62     84      2
   62     85      2
   62     86      2
   62     87      2
   62     88      2
   62     89      2
   62     90      2
   62     91      3
   62     92      3
   62     93      2
   62     94      2
   62     95      2
   62     96      2
   62     97      2
   62     98      2
   62     99      2
   62    100      2
   63      1      1
   63      2      1
   63      3      1
   63      4      1
   63      5      1
   63      6      1
   63      7      1
   63      8      1
   63      9      1
   63     10      1
   63     11      1
   63     12      1
   63     13      1
   63     14      1
   63     15      1
   63     16      2
   63     17      2
   63     18      2
   63     19      2
   63     20      2
   63     21      2
   63     22      2
   63     23      2
   63     24      2
   63     25      2
   63     26      2
   63     27      2
   63     28      2
   63     29      2
   63     30      2
   63     31      2
   63     32      2
   63     33      2
   63     34      2
   63     35      2
   63     36      2
   63     37      2
   63     38      2
   63     39      2
   63     40      2
   63     41      2
   63     42      2
   63     43      2
   63     44      2
   63     45      2
   63     46      2
   63     47      2
   63     48      2
   63     49      2
   63     50      2
   63     51      2
   63     52      2
   63     53      2
   63     54      2
   63     55      2
   63     56      2
   63     57      2
   63     58      2
   63     59      2
   63     60      2
   63     61      2
   63     62      2
   63     63      2
   63     64      2
   63     65      2
   63     66      2
   63     67      2
   63     68      2
   63     69      2
   63     70      2
   63     71      2
   63     72      2
   63     73      2
   63     74      2
   63     75      2
   63     76      2
   63     77      2
   63     78      2
   63     79      2
   63     80      2
   63     81      2
   63     82      2
   63     83      2
   63     84      2
   63     85      2
   63     86      2
   63     87      2
   63     88      2
   63     89      2
   63     90      2
   63     91      3
   63     92      3
   63     93      3
   63     94      2
   63     95      2
   63     96      2
   63     97      2
   63     98      2
   63     99      2
   63    100      2
   64      1      1
   64      2      1
   64      3      1
   64      4      1
   64      5      1
   64      6      1
   64      7      1
   64      8      1
   64      9      1
   64     10      1
   64     11      1
   64     12      1
   64     13      1
   64     14      1
   64     15      1
   64     16      1
   64     17      1
   64     18      2
   64     19      2
   64     20      2
   64     21      2
   64     22      2
   64     23      2
   64     24      2
   64     25      2
   64     26      2
   64     27      2
   64     28      2
   64     29      2
   64     30      2
   64     31      2
   64     32      2
   64     33      2
   64     34      2
   64     35      2
   64     36      2
   64     37      2
   64     38      2
   64     39      2
   64     40      2
   64     41      2
   64     42      2
   64     43      2
   64     44      2
   64     45      2
   64     46      2
   64     47      2
   64     48      2
   64     49      2
   64     50      2
   64     51      2
   64     52      2
   64     53      2
   64     54      2
   64     55      2
   64     56      2
   64     57      2
   64     58      2
   64     59      2
   64     60      2
   64     61      2
   64     62      2
   64     63      2
   64     64      2
   64     65      2
   64     66      2
   64     67      2
   64     68      2
   64     69      2
   64     70      2
   64     71      2
   64     72      2
   64     73      2
   64     74      2
   64     75      2
   64     76      2
   64     77      2
   64     78      2
   64     79      2
   64     80      2
   64     81      2
   64     82      2
   64     83      2
   64     84      2
   64     85      2
   64     86      2
   64     87      2
   64     88      2
   64     89      2
   64     90      3
   64     91      3
   64     92      3
   64     93      3
   64     94      3
   64     95      2
   64     96      2
   64     97      2
   64     98      2
   64     99      2
   64    100      2
   65      1      1
   65      2      1
   65      3      1
   65      4      1
   65      5      1
   65      6      1
   65      7      1
   65      8      1
   65      9      1
   65     10      1
   65     11      1
   65     12      1
   65     13      1
   65     14      1
   65     15      1
   65     16      1
   65     17      1
   65     18      1
   65     19      1
   65     20      1
   65     21      2
   65     22      2
   65     23      1
   65     24      1
   65     25      1
   65     26      2
   65     27      2
   65     28      2
   65     29      2
   65     30      2
   65     31      2
   65     32      2
   65     33      2
   65     34      2
   65     35      2
   65     36      2
   65     37      2
   65     38      2
   65     39      2
   65     40      2
   65     41      2
   65     42      2
   65     43      2
   65     44      2
   65     45      2
   65     46      2
   65     47      2
   65     48      2
   65     49      2
   65     50      2
   65     51      2
   65     52      2
   65     53      2
   65     54      2
   65     55      2
   65     56      2
   65     57      2
   65     58      2
   65     59      2
   65     60      2
   65     61      2
   65     62      2
   65     63      2
   65     64      2
   65     65      2
   65     66      2
   65     67      2
   65     68      2
   65     69      2
   65     70      2
   65     71      2
   65     72      2
   65     73      2
   65     74      2
   65     75      2
   65     76      2
   65     77      2
   65     78      2
   65     79      2
   65     80      2
   65     81      2
   65     82      2
   65     83      2
   65     84      2
   65     85      2
   65     86      2
   65     87      2
   65     88      2
   65     89      2
   65     90      3
   65     91      3
   65     92      3
   65     93      3
   65     94      3
   65     95      3
   65     96      2
   65     97      2
   65     98      2
   65     99      2
   65    100      2
   66      1      1
   66      2      1
   66      3      1
   66      4      1
   66      5      1
   66      6      1
   66      7      1
   66      8      1
   66      9      1
   66     10      1
   66     11      1
   66     12      1
   66     13      1
   66     14      1
   66     15      1
   66     16      1
   66     17      1
   66     18      1
   66     19      1
   66     20      1
   66     21      1
   66     22      1
   66     23      1
   66     24      1
   66     25      1
   66     26      1
   66     27      1
   66     28      1
   66     29      2
   66     30      2
   66     31      2
   66     32      2
   66     33      2
   66     34      2
   66     35      2
   66     36      2
   66     37      2
   66     38      2
   66     39      2
   66     40      2
   66     41      2
   66     42      2
   66     43      2
   66     44      2
   66     45      2
   66     46      2
   66     47      2
   66     48      2
   66     49      2
   66     50      2
   66     51      2
   66     52      2
   66     53      2
   66     54      2
   66     55      2
   66     56      2
   66     57      2
   66     58      2
   66     59      2
   66     60      2
   66     61      2
   66     62      2
   66     63      2
   66     64      2
   66     65      2
   66     66      2
   66     67      2
   66     68      2
   66     69      2
   66     70      2
   66     71      2
   66     72      2
   66     73      2
   66     74      2
   66     75      2
   66     76      2
   66     77      2
   66     78      2
   66     79      2
   66     80      2
   66     81      2
   66     82      2
   66     83      2
   66     84      2
   66     85      2
   66     86      2
   66     87      2
   66     88      2
   66     89      2
   66     90      3
   66     91      3
   66     92      3
   66     93      3
   66     94      3
   66     95      3
   66     96      3
   66     97      3
   66     98      2
   66     99      2
   66    100      2
   67      1      1
   67      2      1
   67      3      1
   67      4      1
   67      5      1
   67      6      1
   67      7      1
   67      8      1
   67      9      1
   67     10      1
   67     11      1
   67     12      1
   67     13      1
   67     14      1
   67     15      1
   67     16      1
   67     17      1
   67     18      1
   67     19      1
   67     20      1
   67     21      1
   67     22      1
   67     23      1
   67     24      1
   67     25      1
   67     26      1
   67     27      1
   67     28      1
   67     29      1
   67     30      2
   67     31      2
   67     32      2
   67     33      2
   67     34      2
   67     35      2
   67     36      2
   67     37      2
   67     38      2
   67     39      2
   67     40      2
   67     41      2
   67     42      2
   67     43      2
   67     44      2
   67     45      2
   67     46      2
   67     47      2
   67     48      2
   67     49      2
   67     50      2
   67     51      2
   67     52      2
   67     53      2
   67     54      2
   67     55      2
   67     56      2
   67     57      2
   67     58      2
   67     59      2
   67     60      2
   67     61      2
   67     62      2
   67     63      2
   67     64      2
   67     65      2
   67     66      2
   67     67      2
   67     68      2
   67     69      2
   67     70      2
   67     71      2
   67     72      2
   67     73      2
   67     74      2
   67     75      2
   67     76      2
   67     77      2
   67     78      2
   67     79      2
   67     80      2
   67     81      2
   67     82      2
   67     83      2
   67     84      2
   67     85      2
   67     86      2
   67     87      2
   67     88      2
   67     89      2
   67     90      3
   67     91      3
   67     92      3
   67     93      3
   67     94      3
   67     95      3
   67     96      3
   67     97      3
   67     98      3
   67     99      3
   67    100      2
   68      1      1
   68      2      1
   68      3      1
   68      4      1
   68      5      1
   68      6      1
   68      7      1
   68      8      1
   68      9      1
   68     10      1
   68     11      1
   68     12      1
   68     13      1
   68     14      1
   68     15      1
   68     16      1
   68     17      1
   68     18      1
   68     19      1
   68     20      1
   68     21      1
   68     22      1
   68     23      1
   68     24      1
   68     25      1
   68     26      1
   68     27      1
   68     28      1
   68     29      1
   68     30      1
   68     31      2
   68     32      2
   68     33      2
   68     34      2
   68     35      2
   68     36      2
   68     37      2
   68     38      2
   68     39      2
   68     40      2
   68     41      2
   68     42      2
   68     43      2
   68     44      2
   68     45      2
   68     46      2
   68     47      2
   68     48      2
   68     49      2
   68     50      2
   68     51      2
   68     52      2
   68     53      2
   68     54      2
   68     55      2
   68     56      2
   68     57      2
   68     58      2
   68     59      2
   68     60      2
   68     61      2
   68     62      2
   68     63      2
   68     64      2
   68     65      2
   68     66      2
   68     67      2
   68     68      2
   68     69      2
   68     70      2
   68     71      2
   68     72      2
   68     73      2
   68     74      2
   68     75      2
   68     76      2
   68     77      2
   68     78      2
   68     79      2
   68     80      2
   68     81      2
   68     82      2
   68     83      2
   68     84      2
   68     85      2
   68     86      2
   68     87      2
   68     88      2
   68     89      2
   68     90      3
   68     91      3
   68     92      3
   68     93      3
   68     94      3
   68     95      3
   68     96      3
   68     97      3
   68     98      3
   68     99      3
   68    100      3
   69      1      1
   69      2      1
   69      3      1
   69      4      1
   69      5      1
   69      6      1
   69      7      1
   69      8      1
   69      9      1
   69     10      1
   69     11      1
   69     12      1
   69     13      1
   69     14      1
   69     15      1
   69     16      1
   69     17      1
   69     18      1
   69     19      1
   69     20      1
   69     21      1
   69     22      1
   69     23      1
   69     24      1
   69     25      1
   69     26      1
   69     27      1
   69     28      1
   69     29      1
   69     30      1
   69     31      1
   69     32      2
   69     33      2
   69     34      2
   69     35      2
   69     36      2
   69     37      2
   69     38      2
   69     39      2
   69     40      2
   69     41      2
   69     42      2
   69     43      2
   69     44      2
   69     45      2
   69     46      2
   69     47      2
   69     48      2
   69     49      2
   69     50      2
   69     51      2
   69     52      2
   69     53      2
   69     54      2
   69     55      2
   69     56      2
   69     57      2
   69     58      2
   69     59      2
   69     60      2
   69     61      2
   69     62      2
   69     63      2
   69     64      2
   69     65      2
   69     66      2
   69     67      2
   69     68      2
   69     69      2
   69     70      2
   69     71      2
   69     72      2
   69     73      2
   69     74      2
   69     75      2
   69     76      2
   69     77      2
   69     78      2
   69     79      2
   69     80      2
   69     81      2
   69     82      2
   69     83      2
   69     84      2
   69     85      2
   69     86      2
   69     87      2
   69     88      2
   69     89      2
   69     90      3
   69     91      3
   69     92      3
   69     93      3
   69     94      3
   69     95      3
   69     96      3
   69     97      3
   69     98      3
   69     99      3
   69    100      3
   70      1      1
   70      2      1
   70      3      1
   70      4      1
   70      5      1
   70      6      1
   70      7      1
   70      8      1
   70      9      1
   70     10      1
   70     11      1
   70     12      1
   70     13      1
   70     14      1
   70     15      1
   70     16      1
   70     17      1
   70     18      1
   70     19      1
   70     20      1
   70     21      1
   70     22      1
   70     23      1
   70     24      1
   70     25      1
   70     26      1
   70     27      1
   70     28      1
   70     29      1
   70     30      1
   70     31      1
   70     32      2
   70     33      2
   70     34      2
   70     35      2
   70     36      2
   70     37      2
   70     38      2
   70     39      2
   70     40      2
   70     41      2
   70     42      2
   70     43      2
   70     44      2
   70     45      2
   70     46      2
   70     47      2
   70     48      2
   70     49      2
   70     50      2
   70     51      2
   70     52      2
   70     53      2
   70     54      2
   70     55      2
   70     56      2
   70     57      2
   70     58      2
   70     59      2
   70     60      2
   70     61      2
   70     62      2
   70     63      2
   70     64      2
   70     65      2
   70     66      2
   70     67      2
   70     68      2
   70     69      2
   70     70      2
   70     71      2
   70     72      2
   70     73      2
   70     74      2
   70     75      2
   70     76      2
   70     77      2
   70     78      2
   70     79      2
   70     80      2
   70     81      2
   70     82      2
   70     83      2
   70     84      2
   70     85      2
   70     86      2
   70     87      2
   70     88      2
   70     89      2
   70     90      3
   70     91      3
   70     92      3
   70     93      3
   70     94      3
   70     95      3
   70     96      3
   70     97      3
   70     98      3
   70     99      3
   70    100      3
   71      1      1
   71      2      1
   71      3      1
   71      4      1
   71      5      1
   71      6      1
   71      7      1
   71      8      1
   71      9      1
   71     10      1
   71     11      1
   71     12      1
   71     13      1
   71     14      1
   71     15      1
   71     16      1
   71     17      1
   71     18      1
   71     19      1
   71     20      1
   71     21      1
   71     22      1
   71     23      1
   71     24      1
   71     25      1
   71     26      1
   71     27      1
   71     28      1
   71     29      1
   71     30      1
   71     31      1
   71     32      1
   71     33      2
   71     34      2
   71     35      2
   71     36      2
   71     37      2
   71     38      2
   71     39      2
   71     40      2
   71     41      2
   71     42      2
   71     43      2
   71     44      2
   71     45      2
   71     46      2
   71     47      2
   71     48      2
   71     49      2
   71     50      2
   71     51      2
   71     52      2
   71     53      2
   71     54      2
   71     55      2
   71     56      2
   71     57      2
   71     58      2
   71     59      2
   71     60      2
   71     61      2
   71     62      2
   71     63      2
   71     64      2
   71     65      2
   71     66      2
   71     67      2
   71     68      2
   71     69      2
   71     70      2
   71     71      2
   71     72      2
   71     73      2
   71     74      2
   71     75      2
   71     76      2
   71     77      2
   71     78      2
   71     79      2
   71     80      2
   71     81      2
   71     82      2
   71     83      2
   71     84      2
   71     85      2
   71     86      2
   71     87      2
   71     88      2
   71     89      2
   71     90      2
   71     91      3
   71     92      3
   71     93      3
   71     94      3
   71     95      3
   71     96      3
